1,3,-87.114,32.334
1,33,-87.746,30.659
1,43,-87.168,31.122
1,77,-85.654,34.07
1,79,-86.869,34.132
1,83,-85.804,34.461
1,89,-86.034,34.048
5,1,-87.801,34.703
5,3,-87.651,34.904
5,17,-87.322,34.53
5,21,-86.981,34.81
5,31,-86.551,34.764
5,35,-86.846,34.454
5,41,-87.523,33.29
5,43,-85.405,31.87
5,55,-85.296,31.158
5,69,-91.377,34.29
5,79,-90.315,35.212
5,85,-90.764,35.286
5,95,-90.779,34.78
5,107,-91.894,34.755
5,111,-91.203,34.68
5,117,-90.856,34.424
5,121,-91.554,34.831
5,123,-90.742,35.014
5,147,-91.245,35.193
10,1,-90.419,36.367
10,3,-90.631,35.828
13,15,-90.566,36.121
13,71,-90.052,35.767
13,99,-90.681,35.569
13,115,-91.028,36.341
13,163,-91.772,33.191
13,165,-91.297,33.267
13,201,-91.244,33.829
13,243,-91.723,33.587
13,251,-91.931,34.278
13,253,-91.728,33.958
13,287,-75.503,39.097
13,321,-75.644,39.576
17,1,-75.337,38.673
17,7,-82.926,32.393
17,11,-83.832,32.571
17,15,-82.42,33.058
17,17,-81.972,32.795
17,19,-83.228,31.289
17,21,-83.582,30.823
17,27,-83.77,31.19
17,29,-82.637,31.812
17,37,-83.526,31.457
17,41,-82.29,31.74
17,49,-81.89,32.153
17,53,-82.21,31.354
17,57,-82.332,32.127
17,59,-82.422,31.051
17,61,-84.584,30.881
17,63,-84.907,31.324
17,71,-84.245,30.876
17,73,-84.192,31.229
17,75,-84.868,30.934
17,77,-88.902,40.181
17,79,-89.365,40.129
17,85,-88.962,39.86
17,89,-89.342,41.031
17,93,-89.914,40.237
17,95,-88.845,40.495
17,99,-89.794,40.023
17,101,-89.767,40.786
17,103,-89.797,41.097
17,105,-89.516,40.508
17,107,-89.211,40.79
17,109,-88.197,40.139
17,113,-88.225,40.597
17,115,-87.834,40.749
17,117,-87.861,41.14
17,119,-88.553,40.894
17,121,-88.592,40.009
17,123,-87.727,40.187
17,131,-87.792,39.332
17,133,-88.482,38.747
17,135,-88.221,39.514
17,137,-87.761,39.003
17,139,-88.241,39.273
17,141,-88.223,39.766
17,143,-87.747,39.679
17,147,-88.593,39.048
17,163,-89.018,39.001
17,167,-88.151,39.005
17,169,-87.73,38.719
17,173,-88.92,38.648
17,175,-88.626,39.637
17,177,-88.086,38.712
17,179,-88.799,39.385
17,187,-88.824,42.319
17,189,-88.769,41.895
17,193,-88.401,41.292
17,195,-88.428,41.94
17,201,-88.886,41.343
17,203,-87.436,42.326
18,1,-88.452,42.324
18,3,-87.978,41.448
18,7,-89.528,41.401
18,11,-89.924,42.071
18,15,-90.131,41.35
18,27,-90.211,42.362
18,31,-89.299,41.747
18,33,-90.741,41.205
18,35,-89.32,42.042
18,37,-89.298,41.199
18,39,-90.572,41.468
18,41,-89.666,42.35
18,47,-89.911,41.751
18,49,-89.161,42.337
18,51,-88.926,37.992
18,57,-88.228,37.769
18,63,-88.924,38.301
18,67,-88.706,37.216
18,69,-88.542,37.417
18,75,-87.839,38.446
18,85,-88.432,38.432
18,91,-88.179,38.087
18,95,-89.426,38.606
18,99,-88.882,37.461
18,111,-90.179,38.278
18,113,-89.369,38.084
18,117,-89.128,37.216
18,121,-89.821,38.057
18,127,-89.929,38.47
18,129,-89.417,38.353
18,131,-88.93,37.73
18,133,-91.195,39.986
18,135,-90.75,39.962
18,139,-90.202,40.465
18,141,-91.168,40.406
18,145,-90.941,40.814
18,153,-90.214,40.931
18,157,-90.679,40.456
18,159,-90.613,40.157
18,161,-90.62,40.85
18,163,-89.437,38.886
18,165,-90.666,39.164
18,167,-90.246,39.969
18,169,-89.28,39.546
18,171,-90.388,39.355
18,173,-90.361,39.08
18,177,-89.926,39.266
18,181,-89.9,38.827
18,183,-89.478,39.228
19,1,-90.203,39.718
19,5,-90.889,39.625
19,9,-89.662,39.757
19,11,-90.478,39.637
19,13,-85.898,39.206
19,15,-86.469,40.051
19,17,-86.478,40.306
19,19,-85.5,39.306
19,21,-85.655,40.516
19,23,-86.022,40.054
19,25,-85.773,39.823
19,27,-86.51,39.769
19,29,-86.114,40.484
19,31,-86.095,39.496
19,33,-85.722,40.166
19,35,-86.136,39.783
19,37,-86.447,39.483
19,41,-85.466,39.622
19,43,-85.792,39.524
19,45,-86.056,40.31
19,47,-85.324,40.473
19,49,-85.399,40.228
19,55,-85.185,39.64
19,57,-85.397,39.93
19,59,-85.003,40.435
19,61,-85.005,40.164
19,65,-84.925,39.623
19,67,-85.007,39.863
19,69,-86.565,40.585
19,73,-86.355,40.754
19,75,-85.864,41.601
19,77,-86.265,41.05
19,79,-85.862,41.244
19,81,-86.269,41.325
19,83,-86.044,40.773
19,87,-86.288,41.618
19,89,-85.795,40.844
19,91,-84.936,40.746
19,95,-85.072,41.092
19,97,-85,41.401
19,99,-85.479,40.826
19,101,-85.426,41.642
19,103,-85.417,41.405
19,105,-85.002,41.643
19,107,-85.213,40.735
19,109,-85.502,41.136
19,111,-87.315,40.601
19,113,-87.119,41.018
19,115,-86.745,41.549
19,119,-87.374,41.472
19,121,-87.402,40.962
19,123,-87.071,41.51
19,125,-86.693,41.045
19,127,-86.645,41.284
19,131,-86.864,40.751
19,133,-85.911,38.318
19,135,-86.104,38.186
19,137,-86.043,38.912
19,139,-86.488,38.84
19,141,-86.523,39.161
19,143,-86.489,38.547
19,145,-86.105,38.601
19,147,-85.711,38.476
19,149,-84.973,39.148
19,153,-85.067,39.41
19,157,-85.44,38.784
19,161,-85.628,38.996
19,163,-84.964,38.941
19,165,-85.261,39.1
19,167,-85.752,38.679
19,169,-85.03,38.826
19,171,-87.073,38.695
19,173,-86.873,38.373
19,175,-87.581,38.317
19,177,-87.005,39.047
19,183,-87.42,38.688
19,185,-87.869,38.028
19,187,-87.011,38.01
19,189,-87.416,39.089
19,191,-87.586,38.02
19,193,-87.272,38.098
19,195,-87.116,39.394
19,197,-87.235,40.121
20,81,-86.893,40.04
21,1,-86.839,39.317
21,3,-87.197,39.774
21,15,-86.853,39.666
21,21,-86.894,40.389
21,33,-87.462,39.854
21,47,-87.39,39.429
21,49,-87.376,40.353
21,57,-93.938,42.039
21,59,-94.041,41.685
21,61,-92.79,42.403
21,67,-93.709,42.391
21,75,-93.242,42.39
21,101,-93.054,41.686
21,105,-92.981,42.042
21,137,-93.57,41.684
21,141,-92.523,41.685
21,149,-93.466,42.038
21,155,-92.529,42.075
21,167,-94.176,42.434
21,177,-92.058,42.093
21,183,-91.133,41.772
21,199,-90.534,41.898
21,207,-92.059,41.684
21,209,-90.575,42.164
21,213,-91.589,41.669
21,217,-91.117,42.125
21,219,-91.598,42.078
21,221,-91.119,41.484
21,225,-90.622,41.642
21,227,-92.78,42.735
21,231,-93.251,43.075
21,233,-92.787,43.053
22,9,-93.271,42.737
22,25,-93.744,43.075
22,29,-94.203,42.782
22,35,-94.214,43.212
22,41,-92.784,43.349
22,65,-93.743,43.378
22,67,-93.249,43.373
22,77,-93.735,42.733
22,79,-91.383,43.275
22,83,-92.308,42.472
22,107,-92.328,42.781
22,123,-91.839,42.47
24,11,-92.317,43.06
24,13,-91.324,42.841
24,19,-91.359,42.473
24,21,-90.879,42.463
24,27,-91.839,42.864
24,29,-92.322,43.365
24,35,-91.851,43.293
26,23,-95.141,42.742
26,59,-95.633,42.743
26,63,-95.15,43.08
26,67,-95.196,43.39
26,81,-94.669,43.378
26,87,-96.207,43.384
26,91,-95.626,43.084
26,99,-95.634,43.379
26,115,-94.669,43.075
26,129,-96.216,42.738
26,145,-94.678,42.734
26,147,-96.178,43.083
26,151,-92.873,40.744
26,157,-93.784,41.029
27,5,-93.785,40.736
27,9,-93.331,41.033
27,11,-94.015,41.331
27,13,-93.094,41.331
27,15,-92.87,41.029
27,19,-94.244,40.735
27,23,-94.245,41.029
27,25,-93.564,41.337
27,27,-93.333,40.74
27,33,-92.41,40.748
27,37,-91.187,40.915
27,39,-91.544,40.986
27,43,-91.967,41.007
27,45,-92.168,41.331
27,47,-91.477,40.648
27,49,-91.257,41.218
27,55,-92.636,41.331
27,63,-91.953,40.754
27,73,-92.409,41.031
27,83,-91.725,41.329
27,85,-94.478,41.329
27,91,-94.697,41.022
27,99,-94.933,41.334
27,101,-95.599,40.743
27,103,-95.158,41.022
27,105,-95.144,40.739
27,109,-95.545,41.34
27,111,-94.904,41.679
27,121,-94.644,42.386
27,127,-94.868,42.039
27,129,-95.389,42.043
27,133,-94.389,42.042
27,143,-94.501,41.684
27,145,-95.827,41.689
27,147,-95.507,42.392
27,149,-95.957,42.049
27,151,-95.105,42.388
27,153,-95.309,41.679
27,155,-96.053,42.393
27,157,-97.158,38.868
27,161,-97.647,38.396
27,163,-95.292,38.215
27,165,-95.291,38.896
27,169,-96.768,39.002
27,173,-94.833,38.567
28,9,-97.169,39.345
28,11,-97.655,39.138
28,15,-97.651,39.829
28,51,-95.313,39.533
28,53,-95.57,39.826
28,55,-95.794,39.411
28,83,-95.375,39.24
28,89,-96.521,39.783
28,103,-96.005,39.791
28,107,-96.337,39.382
28,119,-101.73,39.79
28,125,-101.72,39.351
28,133,-97.461,37.681
28,135,-99.898,38.087
28,137,-100.36,37.244
28,151,-100.91,38.482
28,163,-83.738,38.152
29,13,-84.21,38.203
29,69,-84.868,37.618
29,107,-84.145,37.97
29,133,-84.458,38.04
29,165,-83.706,38.368
29,173,-84.584,37.873
29,183,-84.658,37.457
29,186,-84.277,37.724
29,195,-83.828,38.594
29,207,-84.88,37.812
31,1,-84.026,38.337
31,3,-84.579,38.29
31,11,-85.228,38.239
31,19,-85.317,38.025
31,21,-85.175,37.754
31,23,-84.749,38.043
31,25,-85.281,37.106
31,27,-86.192,36.751
31,29,-85.925,36.964
31,35,-86.433,37.778
31,37,-85.703,37.97
31,39,-86.682,37.207
31,41,-84.928,37.322
31,47,-85.394,36.784
31,53,-86.218,37.228
31,59,-86.344,37.459
31,61,-85.561,37.27
31,67,-85.963,37.696
31,71,-85.879,37.316
31,77,-85.269,37.553
31,79,-86.201,37.967
31,81,-85.634,36.993
31,83,-85.714,36.714
31,89,-85.466,37.803
31,93,-85.055,36.991
31,95,-85.328,37.366
31,99,-86.424,36.996
31,103,-82.934,38.564
31,107,-83.377,38.552
31,109,-84.58,37.108
31,111,-83.428,38.204
31,113,-84.83,36.802
31,119,-87.871,37.149
31,121,-87.493,36.892
31,127,-88.105,37.358
31,129,-87.087,37.732
31,131,-86.793,37.843
31,137,-87.573,37.793
31,139,-86.881,36.86
31,141,-87.266,37.527
31,147,-86.845,37.478
31,151,-86.582,36.741
31,155,-87.184,36.84
31,159,-87.952,37.658
31,163,-87.685,37.519
31,167,-84.731,38.975
31,169,-84.115,38.68
31,175,-84.626,38.649
31,177,-85.12,38.452
31,179,-85.456,38.4
31,185,-84.841,38.5
36,11,-84.352,38.696
36,13,-85.351,38.62
36,37,-89.01,37.051
36,51,-88.274,36.621
36,55,-88.976,36.858
36,65,-89.188,36.553
36,67,-88.65,36.723
36,69,-88.972,36.676
36,83,-88.083,37.024
36,99,-87.859,36.808
36,117,-86.143,32.597
36,121,-85.693,32.387
37,29,-85.823,33.772
37,139,-87.843,34.442
37,171,-93.612,33.241
37,193,-82.3,32.591
38,17,-81.618,32.745
38,77,-83.228,34.375
38,81,-84.838,34.241
39,1,-85.214,34.264
39,11,-83.754,31.915
39,15,-83.269,30.833
39,21,-83.62,31.725
39,23,-83.85,31.552
39,25,-84.73,31.163
39,27,-84.752,31.763
39,31,-84.204,32.042
39,33,-88.048,38.417
39,37,-88.539,38.085
39,39,-88.545,37.752
39,45,-89.381,37.786
39,47,-86.627,38.081
39,49,-86.802,38.705
39,51,-87.233,38.398
39,53,-95.619,41.034
39,57,-94.697,40.738
39,67,-95.756,39.042
39,71,-95.147,39.789
39,75,-98.145,37.553
39,83,-99.235,38.181
39,95,-100.45,37.745
39,97,-100.88,37.555
39,101,-100.85,37.181
39,103,-84.546,37.63
39,107,-84.334,38.445
39,109,-85.153,36.729
39,113,-87.134,37.214
39,119,-88.333,36.882
39,129,-92.317,34.774
39,131,-83.663,32.458
39,135,-88.431,41.588
39,137,-89.245,37.486
39,141,-97.641,39.487
39,143,-96.727,39.291
39,145,-99.287,37.561
39,147,-98.74,37.648
39,149,-98.72,38.036
39,151,-99.885,37.688
39,155,-101.32,37.201
39,159,-87.542,37.311
39,161,-82.533,32.172
39,165,-99.305,37.884
39,167,-100.74,38.05
39,169,-84.314,37.361
39,171,-88.363,37.21
39,175,-84.862,38.76
40,93,-101.35,38.482
42,11,-91.994,31.085
42,27,-91.847,31.667
42,29,-91.626,31.47
42,41,-92.562,31.598
42,55,-91.605,30.708
42,71,-92.536,31.193
42,75,-91.989,30.583
42,77,-92.155,32.478
46,13,-91.234,32.73
46,15,-91.672,32.139
46,23,-91.242,32.341
46,83,-91.8,32.82
46,99,-91.748,32.413
46,115,-91.343,32.001
46,125,-91.452,32.792
46,127,-93.882,32.577
46,135,-93.083,31.733
47,3,-76.047,38.429
47,5,-75.853,38.074
47,9,-75.31,38.222
47,11,-76.617,39.443
47,15,-77.015,39.563
47,17,-77.398,39.47
47,31,-76.3,39.537
47,33,-77.203,39.137
47,39,-76.53,38.22
47,45,-75.832,38.872
47,47,-76.126,39.241
47,51,-76.082,39.041
47,53,-84.39,43.99
47,55,-84.605,43.292
47,59,-84.839,43.645
47,71,-84.379,43.648
47,75,-85.149,43.313
47,79,-83.741,44.037
47,81,-83.979,43.7
47,85,-82.857,43.908
47,97,-84.055,43.328
47,99,-82.643,43.449
47,103,-83.437,43.488
47,107,-85.315,42.583
47,111,-85.067,41.918
47,113,-85.012,42.243
47,115,-84.592,42.95
47,117,-84.847,42.59
47,119,-84.642,41.864
47,123,-84.374,42.604
47,125,-85.074,42.945
47,131,-84.421,42.248
47,133,-84.146,42.952
47,147,-85.523,41.911
47,149,-83.706,43.021
47,159,-83.224,43.089
47,165,-84.074,41.896
47,167,-83.912,42.603
47,177,-82.911,42.671
47,183,-83.487,41.916
47,185,-83.384,42.66
48,195,-82.669,42.929
48,341,-83.845,42.252
48,357,-86.635,42.596
48,421,-86,41.917
51,1,-85.533,42.246
51,101,-85.547,43.032
51,109,-86.751,43.997
51,137,-86.752,43.289
51,165,-85.791,43.563
51,171,-94.001,45.701
55,11,-93.8,44.821
55,17,-95.005,45.153
55,21,-94.272,44.822
55,23,-94.527,45.123
55,25,-94.267,46.02
55,27,-94.956,44.724
55,33,-93.534,44.652
55,35,-94.23,44.576
55,39,-94.61,45.555
55,43,-94.901,46.067
55,47,-93.966,45.175
55,49,-93.243,45.274
55,53,-92.904,45.505
55,57,-93.475,45.006
55,63,-93.633,45.929
55,65,-92.763,46.101
55,71,-92.89,45.038
55,81,-96.495,46.898
55,91,-95.811,47.328
55,93,-96.087,47.865
55,95,-94.064,44.034
55,97,-94.734,44.247
55,101,-93.947,43.677
55,103,-93.35,43.674
55,105,-93.73,44.373
55,109,-94.537,43.677
55,111,-94.246,44.359
55,117,-93.299,44.351
55,121,-93.22,44.015
55,123,-93.59,44.018
55,127,-94.614,43.978
55,129,-93.062,44.671
55,131,-92.869,44.021
55,133,-92.094,43.679
55,137,-92.716,44.406